Loading aqua dataset...
Initializing model meta-llama/Llama-3.2-3B-Instruct...
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.47it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.62it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.59it/s]
Running evaluation with 5 samples per question...
Evaluating prompts:   0%|          | 0/254 [00:00<?, ?it/s]
Generating samples:  80%|████████  | 4/5 [00:20<00:05,  5.14s/it][A
Generating samples: 100%|██████████| 5/5 [00:24<00:00,  4.77s/it][A
                                                                 [AEvaluating prompts: 100%|█████████▉| 253/254 [3:04:29<00:23, 23.30s/it]
Generating samples:   0%|          | 0/5 [00:00<?, ?it/s][A
Generating samples:  20%|██        | 1/5 [00:01<00:06,  1.68s/it][A
Generating samples:  40%|████      | 2/5 [00:03<00:05,  1.73s/it][A
Generating samples:  60%|██████    | 3/5 [00:05<00:03,  1.88s/it][A
Generating samples:  80%|████████  | 4/5 [00:07<00:01,  1.90s/it][A
Generating samples: 100%|██████████| 5/5 [00:09<00:00,  2.02s/it][A
                                                                 [AEvaluating prompts: 100%|██████████| 254/254 [3:04:41<00:00, 19.93s/it]Evaluating prompts: 100%|██████████| 254/254 [3:04:41<00:00, 43.63s/it]

Results for aqua with meta-llama/Llama-3.2-3B-Instruct:
Greedy CoT Accuracy: 0.0000
Self-Consistency Accuracy: 0.0000
Improvement: 0.0000

Detailed results for the first few examples:

Example 1:
Question: A car is being driven, in a straight line and at a uniform speed, towards the base of a vertical tower. The top of the tower is observed from the car and, in the process, it takes 10 minutes for the angle of elevation to change from 45° to 60°. After how much more time will this car reach the base of the tower?
Ground Truth: A
Greedy Answer: 1
Self-Consistency Answers: ['undefined', '34', '(√3 - 3) / 10', '10 \\sqrt{3}', '2']
Self-Consistency Majority: undefined

Example 2:
Question: The original price of an item is discounted 22%. A customer buys the item at this discounted price using a $20-off coupon. There is no tax on the item, and this was the only item the customer bought. If the customer paid $1.90 more than half the original price of the item, what was the original price of the item?
Ground Truth: E
Greedy Answer: 78
Self-Consistency Answers: ['78', '78', '79', '78', '6']
Self-Consistency Majority: 78

Example 3:
Question: Find out which of the following values is the multiple of X, if it is divisible by 9 and 12?
Ground Truth: A
Greedy Answer: 36
Self-Consistency Answers: ['36', '36', '108', '36', '']
Self-Consistency Majority: 36
